Pest	Species	Lifestage	SLS	Assessed	Temperature	Efnom	Efpc	EF_CT	CO2	Duration	Rep	Unhatched	Live_Hatched	Dead	Moribund	Total	
WAA	Wooly apple aphid	3*	WAA	1	15	0.3	0.48	0.96	2.65	2	3		0	20	0	20	
WAA	Wooly apple aphid	4*	WAA	1	15	0.3	0.48	0.96	2.65	2	3		0	5	0	5	
WAA	Wooly apple aphid	1*	WAA	1	15	0.5	0.69	1.38	4.35	2	3		0	30	0	30	
WAA	Wooly apple aphid	2*	WAA	1	15	0.5	0.69	1.38	4.35	2	3		0	30	1	31	
WAA	Wooly apple aphid	3*	WAA	1	15	0.5	0.69	1.38	4.35	2	3		0	7	1	8	
WAA	Wooly apple aphid	4*	WAA	1	15	0.5	0.69	1.38	4.35	2	3		0	8	0	8	
TSM	Two spotted mite	Egg	TSM Egg	7	15	Control	0	0	0	2	3	10	8			18	
TSM	Two spotted mite	Egg	TSM Egg	7	15	0	0	0	21.6	2	3	6	6			12	
TSM	Two spotted mite	Egg	TSM Egg	7	15	0.5	0.69	1.38	4.35	2	3	67	4			71	
TSM	Two spotted mite	Egg	TSM Egg	7	15	1	1.14	2.28	7.9	2	3	150	11			161	
TSM	Two spotted mite	Egg	TSM Egg	7	15	1.5	1.64	3.28	12	2	3	92	2			94	
TSM	Two spotted mite	Egg	TSM Egg	7	15	2	2.08	4.16	15.6	2	3	63	7			70	
TSM	Two spotted mite	Egg	TSM Egg	7	15	2.5	2.75	5.5	21.6	2	3	74	1			75	
OS	Oleander scale	crawler	OS	7	15	Control	0	0	0	2	3		90	10	0	100	
OS	Oleander scale	1*	OS	7	15	Control	0	0	0	2	3		84	20	0	104	
OS	Oleander scale	2*	OS	7	15	Control	0	0	0	2	3		72	34	2	108	
OS	Oleander scale	3*	OS	7	15	Control	0	0	0	2	3		95	4	1	100	
OS	Oleander scale	3* mature	OS	7	15	Control	0	0	0	2	3		5		0	5	
OS	Oleander scale	crawler	OS	7	15	0	0	0	21.6	2	3		98	5	0	103	
OS	Oleander scale	1*	OS	7	15	0	0	0	21.6	2	3		93	10	0	103	
OS	Oleander scale	2*	OS	7	15	0	0	0	21.6	2	3		69	3	0	72	
OS	Oleander scale	3*	OS	7	15	0	0	0	21.6	2	3		80	6	0	86	
OS	Oleander scale	3* mature	OS	7	15	0	0	0	21.6	2	3		22	0	0	22	
OS	Oleander scale	crawler	OS	7	15	0.1	0.32	0.64	1.16	2	3		7	110	0	117	
OS	Oleander scale	1*	OS	7	15	0.1	0.32	0.64	1.16	2	3		7	101	0	108	
OS	Oleander scale	2*	OS	7	15	0.1	0.32	0.64	1.16	2	3		13	92	5	110	
OS	Oleander scale	3*	OS	7	15	0.1	0.32	0.64	1.16	2	3		53	53	0	106	
OS	Oleander scale	3* mature	OS	7	15	0.1	0.32	0.64	1.16	2	3		29	11	0	40	
OS	Oleander scale	crawler	OS	7	15	0.2	0.36	0.72	1.76	2	3		2	101	0	103	
OS	Oleander scale	1*	OS	7	15	0.2	0.36	0.72	1.76	2	3		0	102	0	102	
OS	Oleander scale	2*	OS	7	15	0.2	0.36	0.72	1.76	2	3		0	101	0	101	
OS	Oleander scale	3*	OS	7	15	0.2	0.36	0.72	1.76	2	3		0	85	5	90	
OS	Oleander scale	3* mature	OS	7	15	0.2	0.36	0.72	1.76	2	3		0	20	1	21	
OS	Oleander scale	crawler	OS	7	15	0.3	0.48	0.96	2.65	2	3		0	100	0	100	
OS	Oleander scale	1*	OS	7	15	0.3	0.48	0.96	2.65	2	3		0	100	0	100	
OS	Oleander scale	2*	OS	7	15	0.3	0.48	0.96	2.65	2	3		0	82	29	111	
OS	Oleander scale	3*	OS	7	15	0.3	0.48	0.96	2.65	2	3		0	46	63	109	
OS	Oleander scale	3* mature	OS	7	15	0.3	0.48	0.96	2.65	2	3		0	12	0	12	
OS	Oleander scale	crawler	OS	7	15	0.5	0.69	1.38	4.35	2	3			100	0	100	
OS	Oleander scale	1*	OS	7	15	0.5	0.69	1.38	4.35	2	3			100	0	100	
OS	Oleander scale	2*	OS	7	15	0.5	0.69	1.38	4.35	2	3			100	0	100	
OS	Oleander scale	3*	OS	7	15	0.5	0.69	1.38	4.35	2	3			69	31	100	
OS	Oleander scale	3* mature	OS	7	15	0.5	0.69	1.38	4.35	2	3			3	0	3	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	Control	0	0	0	2	3	95	457			552	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	21.6	2	3	90	329			419	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.5	0.69	1.38	4.35	2	3	104	394			498	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1	1.14	2.28	7.9	2	3	178	305			483	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1.5	1.64	3.28	12	2	3	182	124			306	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	2	2.08	4.16	15.6	2	3	542	13			555	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	2.5	2.75	5.5	21.6	2	3	260	3			263	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	Control	0	0	0	1	1		106	1	0	107	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0	0	0	24.5	1	1		107	0	0	107	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.2	0.16	0.16	1.82	1	1		116	1	0	117	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.4	0.32	0.32	3.45	1	1		101	1	0	102	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.6	0.48	0.48	5.05	1	1		95	0	0	95	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1	0.92	0.92	8.7	1	1		68	21	1	90	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	2	1.86	1.86	16.6	1	1		10	70	13	93	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	3	2.65	2.65	24.5	1	1		37	51	15	103	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	Control	0	0	0	1	1	38	61			99	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	0	0	0	24.5	1	1	59	159			218	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	0.2	0.16	0.16	1.82	1	1	40	89			129	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	0.4	0.32	0.32	3.45	1	1	51	72			123	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	0.6	0.48	0.48	5.05	1	1	26	123			149	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	1	0.92	0.92	8.7	1	1	43	135			178	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	2	1.86	1.86	16.6	1	1	39	201			240	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	3	2.65	2.65	24.5	1	1	48	64			112	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	Control	0	0	0	1	2		94	0	0	94	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0	0	0	18.2	1	2		113	1	0	114	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.2	0.14	0.14	1.86	1	2		117	0	0	117	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.4	0.35	0.35	4.45	1	2		100	1	0	101	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.6	0.5	0.5	5.5	1	2		83	4	1	88	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1	0.72	0.72	7.7	1	2		42	40	16	98	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	2	1.6	1.6	14.6	1	2		17	68	10	95	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	3	2.4	2.4	22.5	1	2		11	82	13	106	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	Control	0	0	0	1	2	36	67			103	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	0	0	0	18.2	1	2	24	71			95	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	0.2	0.14	0.14	1.86	1	2	49	96			145	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	0.4	0.35	0.35	4.45	1	2	51	175			226	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	0.6	0.5	0.5	5.5	1	2	43	68			111	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	1	0.72	0.72	7.7	1	2	108	135			243	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	2	1.6	1.6	14.6	1	2	64	81			145	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	3	2.4	2.4	22.5	1	2	72	56			128	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	Control	0	0	0	1	3		92	0	0	92	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0	0	0	22	1	3		96	0	0	96	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.2	0.18	0.18	1.76	1	3		96	2	0	98	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.4	0.41	0.41	4.15	1	3		102	2	0	104	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.6	0.55	0.55	5.25	1	3		88	5	0	93	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1	1	1	8.6	1	3		42	46	23	111	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	2	1.92	1.92	16.6	1	3		43	45	4	92	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	3	2.7	2.7	24.5	1	3		16	70	13	99	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	Control	0	0	0	1	3	66	16			82	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	0	0	0	22	1	3	81	134			215	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	0.2	0.18	0.18	1.76	1	3	36	166			202	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	0.4	0.41	0.41	4.15	1	3	38	84			122	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	0.6	0.55	0.55	5.25	1	3	48	111			159	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	1	1	1	8.6	1	3	26	98			124	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	2	1.92	1.92	16.6	1	3	108	100			208	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	5	3	2.7	2.7	24.5	1	3	129	92			221	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	Control	0	0	0	1	1		83	0	0	83	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0	0	0	27.5	1	1		114	0	0	114	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.2	0.172	0.172	2.2	1	1		124	0	0	124	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.4	0.352	0.352	3.75	1	1		88	0	0	88	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.6	0.54	0.54	5.5	1	1		68	30	8	106	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1	0.91	0.91	9.4	1	1		55	24	9	88	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	2	1.8	1.8	18.2	1	1		39	47	5	91	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	3	2.65	2.65	27.5	1	1		20	75	6	101	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	Control	0	0	0	1	1	52	264			316	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	27.5	1	1	48	212			260	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.2	0.172	0.172	2.2	1	1	44	230			274	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.4	0.352	0.352	3.75	1	1	33	128			161	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.6	0.54	0.54	5.5	1	1	20	101			121	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.91	0.91	9.4	1	1	19	153			172	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	2	1.8	1.8	18.2	1	1	85	130			215	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	3	2.65	2.65	27.5	1	1	111	48			159	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	Control	0	0	0	1	2		135	2	0	137	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0	0	0	25.5	1	2		107	0	0	107	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.2	0.15	0.15	2.55	1	2		105	0	0	105	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.4	0.32	0.32	5	1	2		83	7	3	93	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.6	0.48	0.48	6.2	1	2		84	10	4	98	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1	0.74	0.74	8.8	1	2		73	14	15	102	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	2	1.74	1.74	18	1	2		37	35	26	98	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	3	2.6	2.6	26.5	1	2		13	81	19	113	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	Control	0	0	0	1	2	23	272			295	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	25.5	1	2	43	267			310	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.2	0.15	0.15	2.55	1	2	25	141			166	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.4	0.32	0.32	5	1	2	37	207			244	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.6	0.48	0.48	6.2	1	2	14	174			188	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.74	0.74	8.8	1	2	15	170			185	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	2	1.74	1.74	18	1	2	126	100			226	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	3	2.6	2.6	26.5	1	2	136	1			137	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	Control	0	0	0	1	3		101	0	0	101	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0	0	0	24.5	1	3		88	1	0	89	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.2	0.18	0.18	1.76	1	3		102	0	1	103	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.4	0.4	0.4	3.45	1	3		94	1	0	95	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.6	0.63	0.63	5.45	1	3		88	5	3	96	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1	0.89	0.89	9.7	1	3		60	24	4	88	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	2	1.96	1.96	18.4	1	3		48	37	7	92	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	3	2.8	2.8	27.5	1	3		34	60	2	96	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	Control	0	0	0	1	3	25	115			140	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	24.5	1	3	7	198			205	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.2	0.18	0.18	1.76	1	3	7	88			95	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.4	0.4	0.4	3.45	1	3	35	148			183	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.6	0.63	0.63	5.45	1	3	59	176			235	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.89	0.89	9.7	1	3	80	132			212	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	2	1.96	1.96	18.4	1	3	127	23			150	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	3	2.8	2.8	27.5	1	3	141	8			149	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	Control	0	0	0	3	1		76	0	0	76	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0	0	0	17.6	3	1		67	0	0	67	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.33	0.3	0.9	3.5	3	1		20	54	11	85	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.67	0.56	1.68	5.6	3	1		3	76	2	81	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1	0.9	2.7	8.3	3	1		0	80	0	80	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1.33	1.18	3.54	11	3	1		0	67	0	67	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1.67	1.6	4.8	14.4	3	1		1	64	0	65	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	2	1.84	5.52	17.2	3	1		0	74	0	74	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	Control	0	0	0	3	2		71	0	0	71	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0	0	0	17	3	2		84	0	0	84	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.33	0.3	0.9	3.1	3	2		24	53	10	87	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.67	0.58	1.74	6.1	3	2		1	80	0	81	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1	0.88	2.64	8.9	3	2		0	69	0	69	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1.33	1.12	3.36	10.6	3	2		0	84	0	84	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1.67	1.44	4.32	13.2	3	2		4	64	0	68	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	2	1.78	5.34	16.4	3	2		2	59	0	61	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	Control	0	0	0	3	3		69	0	0	69	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0	0	0	15.6	3	3		78	0	0	78	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.33	0.31	0.93	2.9	3	3		13	51	12	76	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.67	0.58	1.74	5.7	3	3		0	65	1	66	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1	0.94	2.82	8.2	3	3		1	63	0	64	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1.33	1.24	3.72	11	3	3		2	63	1	66	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1.67	1.48	4.44	12.6	3	3		1	65	1	67	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	2	1.9	5.7	16	3	3		1	67	1	69	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	Control	0	0	0	3	1		110	0	0	110	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0	0	0	17.8	3	1		100	0	0	100	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.33	0.285	0.855	2.83	3	1		8	114	2	124	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.67	0.56	1.68	5.7	3	1		100	1	0	101	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1	0.93	2.79	8.7	3	1		0	101	0	101	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1.33	1.28	3.84	12	3	1		0	102	0	102	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1.67	1.58	4.74	14.6	3	1		1	119	1	121	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	2	1.9	5.7	17.8	3	1		0	97	1	98	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	Control	0	0	0	3	1	13	145			158	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	17.8	3	1	37	571			608	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.33	0.285	0.855	2.83	3	1	37	85			122	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.67	0.56	1.68	5.7	3	1	154	172			326	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.93	2.79	8.7	3	1	119	80			199	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1.33	1.28	3.84	12	3	1	241	9			250	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1.67	1.58	4.74	14.6	3	1	85	0			85	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	2	1.9	5.7	17.8	3	1	366	0			366	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	Control	0	0	0	3	2		115	0	0	115	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0	0	0	17.8	3	2		100	0	0	100	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.33	0.3	0.9	3.5	3	2		90	1	17	108	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.67	0.58	1.74	6.4	3	2		0	97	0	97	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1	0.9	2.7	9.2	3	2		0	102	0	102	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1.33	1.24	3.72	12	3	2		0	96	1	97	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1.67	1.58	4.74	15	3	2		0	103	0	103	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	2	1.92	5.76	18.2	3	2		0	103	0	103	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	Control	0	0	0	3	2	63	108			171	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	17.8	3	2	136	500			636	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.33	0.3	0.9	3.5	3	2	25	50			75	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.67	0.58	1.74	6.4	3	2	57	86			143	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.9	2.7	9.2	3	2	455	33			488	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1.33	1.24	3.72	12	3	2	507	3			510	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1.67	1.58	4.74	15	3	2	319	0			319	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	2	1.92	5.76	18.2	3	2	264	0			264	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	Control	0	0	0	3	3		105	0	0	105	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0	0	0	17	3	3		109	0	0	109	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.33	0.27	0.81	2.15	3	3		5	93	1	99	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.67	0.62	1.86	5.6	3	3		0	110	2	112	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1	0.99	2.97	8.8	3	3		0	100	0	100	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1.33	1.3	3.9	11.4	3	3		0	105	0	105	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1.67	1.68	5.04	14.4	3	3		0	110	0	110	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	2	1.98	5.94	17.4	3	3		0	112	1	113	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	Control	0	0	0	3	3	21	76			97	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	17	3	3	89	313			402	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1.33	1.3	3.9	11.4	3	3	188	20			208	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1.67	1.68	5.04	14.4	3	3	136	0			136	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	2	1.98	5.94	17.4	3	3	143	0			143	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	Control	0	0	0	4	1		122	0	0	122	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0	0	0	23.5	4	1		87	0	0	87	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.25	0.1	0.4	2.7	4	1		87	0	0	87	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.5	0.4	1.6	4.05	4	1		0	76	1	77	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.75	0.63	2.52	6.3	4	1		0	90	0	90	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1	0.85	3.4	8.1	4	1		1	87	0	88	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1.25	1.12	4.48	10.6	4	1		0	94	0	94	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1.5	1.22	4.88	11.4	4	1		1	93	0	94	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	Control	0	0	0	4	1	17	200			217	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	0	0	0	23.5	4	1	15	163			178	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	0.25	0.1	0.4	2.7	4	1	20	263			283	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	0.5	0.4	1.6	4.05	4	1	25	164			189	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	0.75	0.63	2.52	6.3	4	1	14	126			140	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	1	0.85	3.4	8.1	4	1	34	118			152	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	1.25	1.12	4.48	10.6	4	1	202	70			272	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	1.5	1.22	4.88	11.4	4	1	154	22			176	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	Control	0	0	0	4	2		109	0	0	109	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0	0	0	23	4	2		73	0	0	73	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.25	0.21	0.84	2.2	4	2		39	78	6	123	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.5	0.43	1.72	5.05	4	2		0	95	0	95	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.75	0.61	2.44	6.8	4	2		0	82	0	82	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1	0.85	3.4	8.4	4	2		0	84	0	84	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1.25	1.075	4.3	10.3	4	2		0	93	0	93	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1.5	1.3	5.2	12.2	4	2		0	86	0	86	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	Control	0	0	0	4	2	20	133			153	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	0	0	0	23	4	2	23	90			113	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	0.25	0.21	0.84	2.2	4	2	37	121			158	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	0.5	0.43	1.72	5.05	4	2	46	152			198	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	0.75	0.61	2.44	6.8	4	2	16	128			144	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	1	0.85	3.4	8.4	4	2	76	118			194	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	1.25	1.075	4.3	10.3	4	2	145	42			187	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	1.5	1.3	5.2	12.2	4	2	161	29			190	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	Control	0	0	0	4	3		105	0	0	105	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0	0	0	23	4	3		73	0	0	73	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.25	0.29	1.16	2.4	4	3		11	65	15	91	
