Pest	Species	Lifestage	SLS	Assessed	Temperature	Efnom	Efpc	EF_CT	CO2	Duration	Rep	Unhatched	Live_Hatched	Dead	Moribund	Total	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.5	0.52	2.08	4.4	4	3		2	90	1	93	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	0.75	0.73	2.92	6.3	4	3		1	94	0	95	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1	0.97	3.88	8.3	4	3		0	97	0	97	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1.25	1.1	4.4	9.6	4	3		1	86	0	87	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	5	1.5	1.36	5.44	11.4	4	3		1	83	1	85	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	Control	0	0	0	4	3	3	118			121	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	0	0	0	23	4	3	32	42			74	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	0.25	0.29	1.16	2.4	4	3	72	204	 		276	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	0.5	0.52	2.08	4.4	4	3	34	126			160	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	0.75	0.73	2.92	6.3	4	3	56	168			224	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	1	0.97	3.88	8.3	4	3	82	203			285	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	1.25	1.1	4.4	9.6	4	3	110	78			188	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	12	5	1.5	1.36	5.44	11.4	4	3	144	58			202	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	Control	0	0	0	4	1		72	0	0	72	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0	0	0	12.4	4	1		64	0	0	64	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.25	0.17	0.68	2.14	4	1		3	51	11	65	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.5	0.39	1.56	4.45	4	1		0	79	0	79	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.75	0.63	2.52	6.6	4	1		0	71	0	71	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1	0.88	3.52	8.8	4	1		0	75	0	75	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1.25	1.075	4.3	10.7	4	1		0	58	0	58	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1.5	1.28	5.12	12.6	4	1		0	68	0	68	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	Control	0	0	0	4	1	5	168			173	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	12.4	4	1	22	114			136	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.25	0.17	0.68	2.14	4	1	24	91			115	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.5	0.39	1.56	4.45	4	1	79	73			152	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.75	0.63	2.52	6.6	4	1	101	17			118	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.88	3.52	8.8	4	1	88	2			90	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1.25	1.075	4.3	10.7	4	1	173	0			173	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1.5	1.28	5.12	12.6	4	1	225	0			225	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	Control	0	0	0	4	2		90	0	0	90	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0	0	0	12.6	4	2		82	0	0	82	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.25	0.205	0.82	2.65	4	2		4	51	9	64	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.5	0.38	1.52	4.8	4	2		0	63	1	64	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.75	0.57	2.28	6.7	4	2		0	61	0	61	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1	0.845	3.38	9.1	4	2		0	61	0	61	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1.25	1.09	4.36	11	4	2		0	61	0	61	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1.5	1.36	5.44	13.4	4	2		0	69	0	69	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	Control	0	0	0	4	2	49	112			161	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	12.6	4	2	15	116			131	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.25	0.205	0.82	2.65	4	2	43	148			191	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.5	0.38	1.52	4.8	4	2	107	82			189	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.75	0.57	2.28	6.7	4	2	85	24			109	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.845	3.38	9.1	4	2	122	6			128	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1.25	1.09	4.36	11	4	2	219	5			224	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1.5	1.36	5.44	13.4	4	2	182	2			184	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	Control	0	0	0	4	3		37	0	0	37	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0	0	0	11.8	4	3		70	0	0	70	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.25	0.19	0.76	2.3	4	3		0	76	3	79	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.5	0.46	1.84	4.85	4	3		0	70	0	70	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	0.75	0.61	2.44	5.9	4	3		0	68	0	68	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1	0.85	3.4	7.9	4	3		0	67	0	67	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1.25	1.02	4.08	9.9	4	3		0	63	0	63	
LBAM	Lightbrown apple moth	5*	LBAM 5*	1	15	1.5	1.38	5.52	12.2	4	3		0	64	0	64	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	Control	0	0	0	4	3	10	147			157	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	11.8	4	3	22	99			121	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.25	0.19	0.76	2.3	4	3	41	119			160	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.5	0.46	1.84	4.85	4	3	44	103			147	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	0.75	0.61	2.44	5.9	4	3	151	5			156	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.85	3.4	7.9	4	3	164	0			164	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1.25	1.02	4.08	9.9	4	3	288	2			290	
LBAM	Lightbrown apple moth	mid egg	LBAM ME	9	15	1.5	1.38	5.52	12.2	4	3	139	5			144	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	control	0	0	0	2	1		74	23	0	97	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	control	0	0	0	2	1		5	0	0	5	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	control	0	0	0	2	2		59	16	0	75	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	control	0	0	0	2	2		12	9	0	21	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	control	0	0	0	2	3		75	21	0	96	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	control	0	0	0	2	3		5	4	0	9	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0	0	0	18	2	1		25	14	0	39	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0	0	0	18	2	1		7	6	0	13	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0	0	0	17.3	2	2		24	19	0	43	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0	0	0	17.3	2	2		7	10	0	17	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0	0	0	16.6	2	3		50	13	0	63	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0	0	0	16.6	2	3		15	10	0	25	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1	0.89	1.78	7.8	2	1		0	3	0	3	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1	0.89	1.78	7.8	2	1		0	8	0	8	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1.5	1.35	2.7	11.6	2	1		1	26	0	27	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1.5	1.35	2.7	11.6	2	1		0	5	0	5	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	2	1.71	3.42	14.6	2	1		5	32	0	37	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	2	1.71	3.42	14.6	2	1		0	15	0	15	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	2.5	2.03	4.06	18.2	2	1		2	35	0	37	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	2.5	2.03	4.06	18.2	2	1		0	8	0	8	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.25	0.22	0.44	2.2	2	1		1	49	0	50	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.25	0.22	0.44	2.2	2	1		0	14	0	14	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.5	0.44	0.88	4.3	2	1		0	40	0	40	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.5	0.44	0.88	4.3	2	1		0	3	0	3	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.25	0.19	0.38	2.6	2	2		1	41	0	42	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.25	0.19	0.38	2.6	2	2		0	5	0	5	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.5	0.56	1.12	2.6	2	2		1	28	0	29	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.5	0.56	1.12	2.6	2	2		0	5	0	5	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1	0.93	1.86		2	2		0	42	0	42	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1	0.93	1.86		2	2		0	9	0	9	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1.5	1.11	2.22		2	2		1	29	0	30	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1.5	1.11	2.22		2	2		0	20	0	20	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	2	1.54	3.08		2	2		11	18	0	29	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	2	1.54	3.08		2	2		0	13	0	13	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	2.5	1.89	3.78		2	2		2	6	0	8	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	2.5	1.89	3.78		2	2		0	27	0	27	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.25	0.22	0.44	1.2	2	3		1	59	0	60	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.25	0.22	0.44	1.2	2	3		0	29	0	29	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.5	0.42	0.84	4.3	2	3		3	14	0	17	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.5	0.42	0.84	4.3	2	3		0	7	0	7	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1	0.98	1.96	7.7	2	3		4	24	0	28	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1	0.98	1.96	7.7	2	3		0	15	0	15	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1.5	1.38	2.76	11.2	2	3		4	34	0	38	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1.5	1.38	2.76	11.2	2	3		0	5	0	5	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	2	1.77	3.54	14.2	2	3		2	22	0	24	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	2	1.77	3.54	14.2	2	3		0	13	0	13	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	2.5	2.08	4.16	17.2	2	3		0	48	0	48	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	2.5	2.08	4.16	17.2	2	3		0	12	0	12	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	control	0	0	0	2	1		23	2	0	25	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	control	0	0	0	2	1		5	2	0	7	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	control	0	0	0	2	2		36	1	0	37	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	control	0	0	0	2	2		2	2	0	4	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	control	0	0	0	2	3		202	6	0	208	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	control	0	0	0	2	3		25	18	0	43	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0	0	0	19	2	1		128	6	0	134	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0	0	0	19	2	1		8	8	0	16	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0	0	0	18.8	2	2		31	0	0	31	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0	0	0	18.8	2	2		21	1	0	22	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0	0	0	18.6	2	3		102	4	0	106	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0	0	0	18.6	2	3		45	11	0	56	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.25	0.21	0.42	2.45	2	1		7	75	0	82	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.25	0.21	0.42	2.45	2	1		0	3	0	3	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.5	0.45	0.9	4.2	2	1		5	10	0	15	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1	0.92	1.84	8.4	2	1		13	30	0	43	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1	0.92	1.84	8.4	2	1		0	21	0	21	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1.5	1.39	2.78	12.2	2	1		1	16	0	17	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1.5	1.39	2.78	12.2	2	1		0	3	0	3	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	2	1.75	3.5	16	2	1		1	3	0	4	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	2	1.75	3.5	16	2	1		0	2	0	2	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	2.5	2.06	4.12	19.4	2	1		0	18	0	18	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	2.5	2.06	4.12	19.4	2	1		0	8	0	8	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.25	0.19	0.38	2.65	2	2		17	15	0	32	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.25	0.19	0.38	2.65	2	2		0	23	0	23	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.5	0.35	0.7	5.05	2	2		6	11	0	17	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.5	0.35	0.7	5.05	2	2		0	22	0	22	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1	0.86	1.72	8.3	2	2		18	65	0	83	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1	0.86	1.72	8.3	2	2		0	27	0	27	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1.5	1.1	2.2	11.8	2	2		0	13	0	13	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1.5	1.1	2.2	11.8	2	2		0	4	0	4	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	2	1.48	2.96	15.2	2	2		5	27	0	32	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	2	1.48	2.96	15.2	2	2		0	12	0	12	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	2.5	1.77	3.54	19.2	2	2		5	10	0	15	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	2.5	1.77	3.54	19.2	2	2		0	10	0	10	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1	0.93	1.86	7	2	3		8	36	0	44	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1	0.93	1.86	7	2	3		3	19	0	22	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1.5	1.42	2.84	11	2	3		11	22	0	33	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1.5	1.42	2.84	11	2	3		6	5	0	11	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.25	0.19	0.38	2.02	2	3		26	14	0	40	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.25	0.19	0.38	2.02	2	3		0	28	0	28	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.5	0.47	0.94	4.15	2	3		12	14	0	26	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.5	0.47	0.94	4.15	2	3		0	17	0	17	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	2	1.8	3.6	14.6	2	3		4	39	0	43	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	2	1.8	3.6	14.6	2	3		0	30	0	30	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	2.5	2.1	4.2	18.2	2	3		1	10	0	11	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	2.5	2.1	4.2	18.2	2	3		0	23	0	23	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	control	0	0	0	3	1		85	9	0	94	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	control	0	0	0	3	1		6	4	0	10	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	control	0	0	0	3	2		149	12	0	161	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	control	0	0	0	3	2		12	9	0	21	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	control	0	0	0	3	3		39	3	0	42	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	control	0	0	0	3	3		2	3	0	5	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0	0	0	12.8	3	1		47	9	0	56	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0	0	0	12.8	3	1		13	5	0	18	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0	0	0	12	3	2		82	11	0	93	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0	0	0	12	3	2		5	9	0	14	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0	0	0	11.6	3	3		17	7	0	24	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0	0	0	11.6	3	3		7	2	0	9	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1.33	1.156666667	3.47	10.2	3	1		2	11	0	13	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1.33	1.156666667	3.47	10.2	3	1		0	18	0	18	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1.67	1.39	4.17	12.4	3	1		6	37	0	43	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1.67	1.39	4.17	12.4	3	1		0	6	0	6	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1	0.9	2.7	8	3	1		0	2	0	2	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1	0.9	2.7	8	3	1		0	18	0	18	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.67	0.59	1.77	5.4	3	1		1	4	0	5	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.67	0.59	1.77	5.4	3	1		0	12	0	12	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.17	0.15	0.45	2.2	3	1		3	20	0	23	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.17	0.15	0.45	2.2	3	1		0	10	0	10	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.33	0.28	0.84	2.75	3	1		3	83	0	86	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.33	0.28	0.84	2.75	3	1		0	24	0	24	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1.33	1.02	3.06	9.8	3	2		5	48	0	53	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1.33	1.02	3.06	9.8	3	2		0	7	0	7	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1.67	1.27	3.81	12.2	3	2		4	43	0	47	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1.67	1.27	3.81	12.2	3	2		0	18	0	18	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.67	0.56	1.68	5.6	3	2		0	4	0	4	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.67	0.56	1.68	5.6	3	2		0	14	0	14	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1	0.73	2.19	7.9	3	2		1	57	0	58	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1	0.73	2.19	7.9	3	2		0	8	0	8	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.17	0.11	0.33	1.74	3	2		8	55	0	63	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.17	0.11	0.33	1.74	3	2		0	39	0	39	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.33	0.34	1.02	4.6	3	2		1	11	0	12	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.33	0.34	1.02	4.6	3	2		8	10	0	18	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.67	0.62	1.86	5.1	3	3		8	55	0	63	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.67	0.62	1.86	5.1	3	3		0	5	0	5	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1	0.92	2.76	7.2	3	3		4	29	0	33	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1	0.92	2.76	7.2	3	3		0	10	0	10	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1.67	1.43	4.29	11.6	3	3		0	20	0	20	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1.67	1.43	4.29	11.6	3	3		0	13	0	13	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1.33	1.16	3.48	9.2	3	3		8	21	0	29	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1.33	1.16	3.48	9.2	3	3		0	10	0	10	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.17	0.11	0.33	1.72	3	3		1	27	0	28	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.17	0.11	0.33	1.72	3	3		1	24	0	25	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.33	0.26	0.78	3	3	3		9	66	0	75	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.33	0.26	0.78	3	3	3		0	19	0	19	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	control	0	0	0	3	1		142	4	0	146	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	control	0	0	0	3	1		11	2	0	13	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	control	0	0	0	3	2		194	10	0	204	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	control	0	0	0	3	2		8	11	0	19	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	control	0	0	0	3	3		115	10	0	125	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	control	0	0	0	3	3		5	3	0	8	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0	0	0	13.2	3	1		63	11	0	74	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0	0	0	13.2	3	1		7	8	0	15	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0	0	0	12.2	3	2		19	10	0	29	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0	0	0	12.2	3	2		11	6	0	17	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0	0	0	11.8	3	3		126	24	0	150	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0	0	0	11.8	3	3		5	11	0	16	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1.33	1.18	3.54	10.3	3	1		5	49	0	54	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1.33	1.18	3.54	10.3	3	1		0	21	0	21	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1.67	1.43	4.29	13.2	3	1		4	72	0	76	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1.67	1.43	4.29	13.2	3	1		0	3	0	3	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.17	0.14	0.42	1.82	3	1		5	13	0	18	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.17	0.14	0.42	1.82	3	1		0	8	0	8	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.33	0.28	0.84	2.85	3	1		7	45	0	52	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.33	0.28	0.84	2.85	3	1		0	9	0	9	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.67	0.59	1.77	5.6	3	1		0	18	0	18	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.67	0.59	1.77	5.6	3	1		0	9	0	9	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1	0.91	2.73	8.2	3	1		2	33	0	35	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1	0.91	2.73	8.2	3	1		0	13	0	13	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1.33	1.05	3.15	10.6	3	2		6	25	0	31	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1.33	1.05	3.15	10.6	3	2		0	11	0	11	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1.67	1.32	3.96	12.8	3	2		0	74	0	74	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1.67	1.32	3.96	12.8	3	2		0	30	0	30	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.67	0.57	1.71	5.7	3	2		3	36	0	39	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.67	0.57	1.71	5.7	3	2		0	3	0	3	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1	0.75	2.25	8.2	3	2		7	29	0	36	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1	0.75	2.25	8.2	3	2		0	10	0	10	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.17	0.11	0.33	1.84	3	2		10	31	0	41	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.17	0.11	0.33	1.84	3	2		0	7	0	7	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.33	0.25	0.75	3.21	3	2		6	91	0	97	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.33	0.25	0.75	3.21	3	2		0	19	0	19	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.67	0.63	1.89	5.35	3	3		12	34	0	46	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.67	0.63	1.89	5.35	3	3		0	9	0	9	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1	0.96	2.88	7.6	3	3		9	21	0	30	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1	0.96	2.88	7.6	3	3		0	11	0	11	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.17	0.13	0.39	2.2	3	3		9	86	0	95	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.17	0.13	0.39	2.2	3	3		0	21	0	21	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.33	0.26	0.78	3.1	3	3		27	110	0	137	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.33	0.26	0.78	3.1	3	3		0	10	0	10	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1.33	1.27	3.81	9.3	3	3		0	76	0	76	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1.33	1.27	3.81	9.3	3	3		0	22	0	22	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1.67	1.47	4.41	12.4	3	3		0	43	0	43	
