Pest	Species	Lifestage	SLS	LS Assessed	Assessed	Temperature	Efnom	Efpc	CO2	Duration	Rep	Unhatched	Live_Hatched	Dead	Moribund	Total
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1.33	0.28	3.5	3	2	99	29			128
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1.67	0.54	5.45	3	2	105	20			125
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.67	0.75	8	3	2	72	53			125
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.33	1.05	9.5	3	2	109	52			161
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1	1.28	13	3	2	107	71			178
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.17	0.11	1.8	3	3	173	137			310
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.33	0.26	3.35	3	3	113	91			204
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.67	0.62	5.9	3	3	158	134			292
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1	0.96	8.2	3	3	158	64			222
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1.33	1.23	10	3	3	88	43			131
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1.67	1.42	13	3	3	102	34			136
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	control	0	0	3	1	104	115			219
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0	0	13.6	3	1	70	115			185
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	control	0	0	3	2	21	45			66
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0	0	13.2	3	2	75	105			180
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	control	0	0	3	3	56	92			148
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0	0	13.4	3	3	68	103			171
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1	0.94	8.4	3	1	100	5			105
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1.33	1.22	10.6	3	1	141	1			142
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1.67	1.5	13.6	3	1	122	0			122
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.17	0.13	2.35	3	1	82	45			127
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.33	0.29	2.85	3	1	80	17			97
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.67	0.62	5.6	3	1	104	27			131
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1	0.79	8.6	3	2	124	72			196
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1.33	1.07	11	3	2	245	44			289
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1.67	1.33	13.6	3	2	243	10			253
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.17	0.11	2.02	3	2	85	83			168
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.33	0.27	3.95	3	2	94	73			167
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.67	0.55	5.95	3	2	72	62			134
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1	0.95	8	3	3	155	0			155
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1.33	1.21	10.3	3	3	226	1			227
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1.67	1.47	13.8	3	3	128	0			128
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.17	0.13	1.46	3	3	76	53			129
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.33	0.28	2.9	3	3	88	49			137
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.67	0.63	5.35	3	3	85	24			109
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	control	0	0	2	1	15	90	0	0	105
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	control	0	0	2	2	25	158	0	0	183
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	control	0	0	2	3	4	106	0	0	110
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0	0	18	2	1	3	87	0	0	90
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0	0	17.3	2	2	30	183	0	0	213
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0	0	16.6	2	3	11	84	0	0	95
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1	0.89	7.8	2	1	12	96	0	0	108
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1.5	1.35	11.6	2	1	25	64	0	0	89
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	2	1.71	14.6	2	1	51	150	0	0	201
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	2.5	2.03	18.2	2	1	43	63	0	0	106
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.25	0.22	2.2	2	1	12	82	0	0	94
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.5	0.44	4.3	2	1	11	87	0	0	98
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.25	0.19	2.6	2	2	31	126	0	0	157
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.5	0.56	4.3	2	2	31	36	0	0	67
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1	0.93	7.75	2	2	33	94	0	0	127
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1.5	1.11	11.4	2	2	17	66	0	0	83
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	2	1.54	14.4	2	2	67	49	0	0	116
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	2.5	1.89	17.7	2	2	116	25	0	0	141
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.25	0.22	1.2	2	3	26	79	0	0	105
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.5	0.42	4.3	2	3	63	76	0	0	139
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1	0.98	7.7	2	3	81	59	0	0	140
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1.5	1.38	11.2	2	3	48	75	0	0	123
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	2	1.77	14.2	2	3	39	41	0	0	80
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	2.5	2.08	17.2	2	3	28	61	0	0	89
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	control	0	0	2	1	14	147	0	0	161
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	control	0	0	2	2	30	68	0	0	98
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	control	0	0	2	3	25	118	0	0	143
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0	0	19	2	1	30	164	0	0	194
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0	0	18.8	2	2	18	86	0	0	104
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0	0	18.6	2	3	22	205	0	0	227
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.25	0.21	2.45	2	1	18	149	0	0	167
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.5	0.45	4.2	2	1	21	107	0	0	128
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1	0.92	8.4	2	1	80	10	0	0	90
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1.5	1.39	12.2	2	1	61	14	0	0	75
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	2	1.75	16	2	1	123	13	0	0	136
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	2.5	2.06	19.4	2	1	126	1	0	0	127
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.25	0.19	2.65	2	2	34	158	0	0	192
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.5	0.35	5.05	2	2	80	112	0	0	192
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1	0.86	8.3	2	2	80	87	0	0	167
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1.5	1.1	11.8	2	2	79	46	0	0	125
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	2	1.48	15.2	2	2	78	9	0	0	87
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	2.5	1.77	19.2	2	2	114	4	0	0	118
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1	0.93	7	2	3	170	10	0	0	180
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1.5	1.42	11	2	3	142	8	0	0	150
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.25	0.19	2.02	2	3	82	133	0	0	215
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.5	0.47	4.15	2	3	70	27	0	0	97
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	2	1.8	14.6	2	3	94	6	0	0	100
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	2.5	2.1	18.2	2	3	205	3	0	0	208
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	control	0	0	3	1	63	102	0	0	165
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	control	0	0	3	2	43	99	0	0	142
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	control	0	0	3	3	35	76	0	0	111
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0	0	12.8	3	1	18	101	0	0	119
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0	0	12	3	2	27	69	0	0	96
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0	0	11.6	3	3	35	50	0	0	85
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1.33	1.16	10.2	3	1	43	53	0	0	96
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1.67	1.39	12.4	3	1	63	28	0	0	91
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1	0.90	8	3	1	54	72	0	0	126
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.67	0.59	5.4	3	1	54	62	0	0	116
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.17	0.15	2.2	3	1	42	72	0	0	114
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.33	0.28	2.75	3	1	43	74	0	0	117
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1.33	1.02	9.8	3	2	100	84	0	0	184
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1.67	1.27	12.2	3	2	75	49	0	0	124
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.67	0.56	5.6	3	2	40	48	0	0	88
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1	0.73	1.9	3	2	23	34	0	0	57
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.17	0.11	1.74	3	2	39	54	0	0	93
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.33	0.34	4.6	3	2	64	63	0	0	127
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.67	0.62	5.1	3	3	53	89	0	0	142
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1	0.92	7.2	3	3	29	40	0	0	69
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1.67	1.43	11.6	3	3	47	18	0	0	65
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1.33	1.16	9.2	3	3	58	64	0	0	122
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.17	0.11	1.72	3	3	11	99	0	0	110
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.33	0.26	3	3	3	30	56	0	0	86
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	control	0.00	0.00	3	1	39	130	0	0	169
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	control	0.00	0.00	3	2	35	98	0	0	133
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	control	0.00	0.00	3	3	11	93	0	0	104
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0	0.00	13.20	3	1	28	102	0	0	130
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0	0.00	12.20	3	2	35	33	0	0	68
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0	0.00	11.80	3	3	23	127	0	0	150
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1.33	1.18	10.3	3	1	155	13	0	0	168
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1.67	1.43	13.2	3	1	99	8	0	0	107
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.17	0.14	1.82	3	1	5	122	0	0	127
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.33	0.28	2.85	3	1	52	131	0	0	183
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.67	0.59	5.6	3	1	92	30	0	0	122
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1	0.91	8.2	3	1	104	84	0	0	188
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1.33	1.05	10.6	3	2	97	28	0	0	125
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1.67	1.32	12.8	3	2	95	5	0	0	100
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.67	0.57	5.7	3	2	9	42	0	0	51
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1	0.75	8.2	3	2	32	46	0	0	78
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.17	0.11	1.84	3	2	48	113	0	0	161
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.33	0.25	3.21	3	2	19	54	0	0	73
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.67	0.63	5.35	3	3	22	31	0	0	53
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1	0.96	7.6	3	3	28	16	0	0	44
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.17	0.13	2.2	3	3	34	33	0	0	67
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.33	0.26	3.1	3	3	22	83	0	0	105
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1.33	1.27	9.3	3	3	102	9	0	0	111
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1.67	1.47	12.4	3	3	56	39	0	0	95
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	control	0	0	1	1	36	117	0	0	153
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0	0	21.8	1	1	44	114	0	0	158
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	control	0	0	1	2	38	224	0	0	262
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0	0	20.2	1	2	33	90	0	0	123
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	control	0	0	1	3	46	97	0	0	143
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0	0	20.4	1	3	39	83	0	0	122
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.1	0.084	1.04	1	1	44	157	0	0	201
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.3	0.224	2.6	1	1	29	129	0	0	158
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.5	0.43	4.1	1	1	49	102	0	0	151
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1	0.84	8.1	1	1	59	90	0	0	149
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	2	1.67	14.8	1	1	47	112	0	0	159
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	3	2.26	22.5	1	1	82	55	0	0	137
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.1	0.06	1.28	1	2	21	94	0	0	115
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.3	0.21	3	1	2	101	31	0	0	132
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.5	0.44	4.6	1	2	24	108	0	0	132
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1	0.69	7.7	1	2	50	58	0	0	108
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	2	1.48	14	1	2	60	47	0	0	107
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	3	2.12	20.8	1	2	72	52	0	0	124
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.1	0.06	0.59	1	3	28	133	0	0	161
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.3	0.23	2.4	1	3	21	144	0	0	165
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	0.5	0.41	4.3	1	3	35	100	0	0	135
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	1	0.88	8.1	1	3	39	68	0	0	107
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	2	1.71	14	1	3	90	67	0	0	157
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	5	3	2.37	20.8	1	3	74	39	0	0	113
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	control	0	0	1	1	39	96	0	0	135
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0	0	23	1	1	28	57	0	0	85
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	control	0	0	1	2	35	154	0	0	189
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0	0	20.2	1	2	51	70	0	0	121
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	control	0	0	1	3	23	89	0	0	112
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0	0	20.6	1	3	31	185	0	0	216
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	2	1.79	15.4	1	1	21	86	0	0	107
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	3	2.51	23	1	1	41	36	0	0	77
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.5	0.46	4.2	1	1	31	79	0	0	110
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1	0.95	8.5	1	1	14	54	0	0	68
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.3	0.26	2.45	1	1	13	71	0	0	84
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.1	0.09	1	1	1	19	67	0	0	86
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.1	0.07	0.93	1	2	31	44	0	0	75
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.3	0.21	2.9	1	2	29	60	0	0	89
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	2	1.59	14	1	2	76	45	0	0	121
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	3	2.28	21.2	1	2	50	36	0	0	86
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1	0.77	7.7	1	2	40	78	0	0	118
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.5	0.46	4.55	1	2	2	82	0	0	84
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.5	0.43	4.05	1	3	24	82	0	0	106
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	1	0.93	7.8	1	3	26	58	0	0	84
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.1	0.06	0.51	1	3	26	55	0	0	81
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	0.3	0.24	3	1	3	39	80	0	0	119
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	2	1.86	14.8	1	3	62	52	0	0	114
Cit. MB	Citrophilus mealybug	egg	CMBEgg		21	15	3	2.63	21.6	1	3	56	23	0	0	79
OS	Oleander scale	mixed	OS	1*	7	5	Control	0	0	2	1		83	24	0	107
OS	Oleander scale	mixed	OS	1*	7	5	0	0	21.4	2	1		53	77	1	131
OS	Oleander scale	mixed	OS	1*	7	5	0.1	0.17	1.2	2	1		41	73	0	114
OS	Oleander scale	mixed	OS	1*	7	5	0.2	0.18	1.62	2	1		0	104	1	105
OS	Oleander scale	mixed	OS	2*	7	5	0.2	0.18	1.62	2	1		0	86	2	88
OS	Oleander scale	mixed	OS	1*	7	5	0.3	0.24	2.65	2	1		0	100	0	100
OS	Oleander scale	mixed	OS	1*	7	5	0.5	0.38	3.8	2	1		0	100	0	100
OS	Oleander scale	mixed	OS	1*	7	5	Control	0	0	2	2		105	2	0	107
OS	Oleander scale	mixed	OS	1*	7	5	0	0	19.4	2	2		13	93	0	106
OS	Oleander scale	mixed	OS	1*	7	5	0.1	0.13	0.86	2	2		6	104	0	110
OS	Oleander scale	mixed	OS	1*	7	5	0.2	0.18	1.48	2	2		0	100	0	100
OS	Oleander scale	mixed	OS	2*	7	5	0.2	0.18	1.48	2	2		0	22	1	23
OS	Oleander scale	mixed	OS	1*	7	5	0.3	0.31	3.2	2	2		0	102	0	102
OS	Oleander scale	mixed	OS	1*	7	5	0.5	0.5	4.95	2	2		0	107	0	107
OS	Oleander scale	mixed	OS	1*	7	5	Control	0	0	2	3		60	44	0	104
OS	Oleander scale	mixed	OS	2*	7	5	Control	0	0	2	3		51	50	0	101
OS	Oleander scale	mixed	OS	1*	7	5	0	0	19.2	2	3		30	83	0	113
OS	Oleander scale	mixed	OS	1*	7	5	0.1	0.13	1	2	3		49	53	0	102
OS	Oleander scale	mixed	OS	1*	7	5	0.2	0.2	1.88	2	3		0	101	0	101
OS	Oleander scale	mixed	OS	2*	7	5	0.2	0.2	1.88	2	3		1	6	0	7
OS	Oleander scale	mixed	OS	1*	7	5	0.3	0.28	2.3	2	3		0	109	0	109
OS	Oleander scale	mixed	OS	1*	7	5	0.5	0.52	4.4	2	3		0	108	0	108
OS	Oleander scale	mixed	OS	1*	7	10	Control	0	0	2	1		6	40	57	103
OS	Oleander scale	mixed	OS	2*	7	10	Control	0	0	2	1		4	46	50	100
OS	Oleander scale	mixed	OS	3*	7	10	Control	0	0	2	1		91	1	2	94
OS	Oleander scale	mixed	OS	3* mature	7	10	Control	0	0	2	1		97	1	2	100
OS	Oleander scale	mixed	OS	1*	7	10	0	0	20.2	2	1		91	20	5	116
OS	Oleander scale	mixed	OS	1*	7	10	0.1	0.15	1.16	2	1		17	31	54	102
OS	Oleander scale	mixed	OS	1*	7	10	0.2	0.22	1.85	2	1		0	102	0	102
OS	Oleander scale	mixed	OS	1*	7	10	0.3	0.25	2.75	2	1		0	100	0	100
OS	Oleander scale	mixed	OS	2*	7	10	0.3	0.25	2.75	2	1		0	100	0	100
OS	Oleander scale	mixed	OS	1*	7	10	0.5	0.42	4.25	2	1		0	102	0	102
OS	Oleander scale	mixed	OS	1*	7	10	Control	0	0	2	2		103	14	6	123
OS	Oleander scale	mixed	OS	1*	7	10	0	0	18	2	2		3	90	14	107
OS	Oleander scale	mixed	OS	1*	7	10	0.1	0.18	1.18	2	2		0	100	0	100
OS	Oleander scale	mixed	OS	1*	7	10	0.2	0.23	1.8	2	2		0	104	0	104
OS	Oleander scale	mixed	OS	2*	7	10	0.2	0.23	1.8	2	2		0	4	0	4
OS	Oleander scale	mixed	OS	1*	7	10	0.3	0.26	2.9	2	2		0	102	0	102
OS	Oleander scale	mixed	OS	2*	7	10	0.3	0.26	2.9	2	2		0	2	0	2
OS	Oleander scale	mixed	OS	1*	7	10	0.5	0.45	4.5	2	2		0	101	0	101
OS	Oleander scale	mixed	OS	1*	7	10	Control	0	0	2	3		67	6	30	103
OS	Oleander scale	mixed	OS	1*	7	10	0	0	19.6	2	3		49	45	23	117
OS	Oleander scale	mixed	OS	1*	7	10	0.1	0.14	0.95	2	3		0	96	17	113
OS	Oleander scale	mixed	OS	crawler	7	10	0.2	0.17	1.38	2	3		0	101	0	101
OS	Oleander scale	mixed	OS	1*	7	10	0.2	0.17	1.38	2	3		0	101	0	101
OS	Oleander scale	mixed	OS	2*	7	10	0.2	0.17	1.38	2	3		1	106	2	109
OS	Oleander scale	mixed	OS	3*	7	10	0.2	0.17	1.38	2	3		3	73	1	77
OS	Oleander scale	mixed	OS	3* mature	7	10	0.2	0.17	1.38	2	3		0	1	0	1
OS	Oleander scale	mixed	OS	1*	7	10	0.3	0.34	2.8	2	3		0	100	0	100
OS	Oleander scale	mixed	OS	crawler	7	10	0.5	0.48	4.55	2	3		0	7	0	7
OS	Oleander scale	mixed	OS	1*	7	10	0.5	0.48	4.55	2	3		0	104	0	104
OS	Oleander scale	mixed	OS	2*	7	10	0.5	0.48	4.55	2	3		0	101	0	101
OS	Oleander scale	mixed	OS	3*	7	10	0.5	0.48	4.55	2	3		0	40	0	40
OS	Oleander scale	mixed	OS	crawler	7	15	Control	0	0	2	1		9	105	0	114
OS	Oleander scale	mixed	OS	1*	7	15	Control	0	0	2	1		60	45	0	105
OS	Oleander scale	mixed	OS	2*	7	15	Control	0	0	2	1		65	42	0	107
OS	Oleander scale	mixed	OS	3*	7	15	Control	0	0	2	1		104	2	0	106
OS	Oleander scale	mixed	OS	3* mature	7	15	Control	0	0	2	1		41	3	0	44
OS	Oleander scale	mixed	OS	crawler	7	15	0	0	22	2	1		12	95	0	107
OS	Oleander scale	mixed	OS	1*	7	15	0	0	22	2	1		9	93	0	102
OS	Oleander scale	mixed	OS	2*	7	15	0	0	22	2	1		24	84	0	108
OS	Oleander scale	mixed	OS	3*	7	15	0	0	22	2	1		103	0	0	103
OS	Oleander scale	mixed	OS	3* mature	7	15	0	0	22	2	1		37	1	0	38
OS	Oleander scale	mixed	OS	crawler	7	15	0.1	0.3	1.2	2	1		2	98	0	100
OS	Oleander scale	mixed	OS	1*	7	15	0.1	0.3	1.2	2	1		0	109	0	109
OS	Oleander scale	mixed	OS	2*	7	15	0.1	0.3	1.2	2	1		14	92	4	110
OS	Oleander scale	mixed	OS	3*	7	15	0.1	0.3	1.2	2	1		101	2	2	105
OS	Oleander scale	mixed	OS	3* mature	7	15	0.1	0.3	1.2	2	1		23	1	0	24
OS	Oleander scale	mixed	OS	crawler	7	15	0.2	0.37	1.92	2	1		0	100	0	100
OS	Oleander scale	mixed	OS	1*	7	15	0.2	0.37	1.92	2	1		0	101	0	101
OS	Oleander scale	mixed	OS	2*	7	15	0.2	0.37	1.92	2	1		0	103	3	106
OS	Oleander scale	mixed	OS	3*	7	15	0.2	0.37	1.92	2	1		9	90	13	112
OS	Oleander scale	mixed	OS	3* mature	7	15	0.2	0.37	1.92	2	1		2	36	11	49
OS	Oleander scale	mixed	OS	crawler	7	15	0.3	0.52	3.35	2	1		0	101	0	101
OS	Oleander scale	mixed	OS	1*	7	15	0.3	0.52	3.35	2	1		0	101	0	101
OS	Oleander scale	mixed	OS	2*	7	15	0.3	0.52	3.35	2	1		0	108	0	108
OS	Oleander scale	mixed	OS	3*	7	15	0.3	0.52	3.35	2	1		0	107	0	107
OS	Oleander scale	mixed	OS	3* mature	7	15	0.3	0.52	3.35	2	1		0	103	0	103
OS	Oleander scale	mixed	OS	crawler	7	15	0.5	0.65	4.15	2	1		0	100	0	100
OS	Oleander scale	mixed	OS	1*	7	15	0.5	0.65	4.15	2	1		0	110	0	110
OS	Oleander scale	mixed	OS	2*	7	15	0.5	0.65	4.15	2	1		0	102	0	102
OS	Oleander scale	mixed	OS	3*	7	15	0.5	0.65	4.15	2	1		0	24	0	24
OS	Oleander scale	mixed	OS	3* mature	7	15	0.5	0.65	4.15	2	1		0	3	0	3
OS	Oleander scale	mixed	OS	crawler	7	15	Control	0	0	2	2		70	40	0	110
OS	Oleander scale	mixed	OS	1*	7	15	Control	0	0	2	2		84	20	0	104
OS	Oleander scale	mixed	OS	2*	7	15	Control	0	0	2	2		79	24	4	107
OS	Oleander scale	mixed	OS	3*	7	15	Control	0	0	2	2		98	3	2	103
